# QABS and QSCA for DUSTEM
#
# nsize (number of sampled sizes in this file)
# sizes (microns)
          30
 3.0000E-04  3.3056E-04  3.6424E-04  4.0135E-04  4.4223E-04  4.8729E-04  5.3693E-04  5.9163E-04  6.5190E-04  7.1832E-04  7.9150E-04  8.7213E-04  9.6098E-04  1.0589E-03  1.1668E-03  1.2856E-03  1.4166E-03  1.5609E-03  1.7199E-03  1.8951E-03  2.0882E-03  2.3010E-03  2.5354E-03  2.7937E-03  3.0783E-03  3.3919E-03  3.7374E-03  4.1182E-03  4.5377E-03  5.0000E-03
#
#### QABS ####
 1.8402E-02  2.0276E-02  2.2342E-02  2.4618E-02  2.7126E-02  2.9889E-02  3.2934E-02  3.6290E-02  3.9987E-02  4.4060E-02  4.8549E-02  5.3495E-02  5.8945E-02  6.4950E-02  7.1567E-02  7.8858E-02  8.6892E-02  9.5744E-02  1.0550E-01  1.1625E-01  1.2809E-01  1.4114E-01  1.5552E-01  1.7136E-01  1.8882E-01  2.0805E-01  2.2925E-01  2.5260E-01  2.7834E-01  3.0669E-01
 1.8856E-02  2.0778E-02  2.2894E-02  2.5227E-02  2.7797E-02  3.0628E-02  3.3749E-02  3.7187E-02  4.0975E-02  4.5150E-02  4.9749E-02  5.4818E-02  6.0402E-02  6.6556E-02  7.3336E-02  8.0808E-02  8.9040E-02  9.8111E-02  1.0811E-01  1.1912E-01  1.3125E-01  1.4463E-01  1.5936E-01  1.7560E-01  1.9348E-01  2.1320E-01  2.3492E-01  2.5885E-01  2.8522E-01  3.1427E-01
 1.9319E-02  2.1288E-02  2.3456E-02  2.5846E-02  2.8479E-02  3.1380E-02  3.4577E-02  3.8100E-02  4.1981E-02  4.6258E-02  5.0971E-02  5.6163E-02  6.1885E-02  6.8190E-02  7.5136E-02  8.2791E-02  9.1225E-02  1.0052E-01  1.1076E-01  1.2204E-01  1.3448E-01  1.4818E-01  1.6327E-01  1.7991E-01  1.9823E-01  2.1843E-01  2.4068E-01  2.6520E-01  2.9222E-01  3.2199E-01
 1.9791E-02  2.1807E-02  2.4029E-02  2.6477E-02  2.9174E-02  3.2146E-02  3.5421E-02  3.9029E-02  4.3006E-02  4.7387E-02  5.2214E-02  5.7534E-02  6.3395E-02  6.9854E-02  7.6970E-02  8.4811E-02  9.3452E-02  1.0297E-01  1.1346E-01  1.2502E-01  1.3776E-01  1.5179E-01  1.6726E-01  1.8430E-01  2.0307E-01  2.2376E-01  2.4656E-01  2.7167E-01  2.9935E-01  3.2985E-01
 2.0672E-02  2.2778E-02  2.5099E-02  2.7656E-02  3.0473E-02  3.3578E-02  3.6999E-02  4.0768E-02  4.4921E-02  4.9498E-02  5.4540E-02  6.0097E-02  6.6219E-02  7.2965E-02  8.0399E-02  8.8589E-02  9.7614E-02  1.0756E-01  1.1852E-01  1.3059E-01  1.4389E-01  1.5855E-01  1.7471E-01  1.9251E-01  2.1212E-01  2.3373E-01  2.5754E-01  2.8377E-01  3.1268E-01  3.4454E-01
 2.1665E-02  2.3872E-02  2.6304E-02  2.8984E-02  3.1937E-02  3.5190E-02  3.8775E-02  4.2726E-02  4.7078E-02  5.1875E-02  5.7159E-02  6.2982E-02  6.9399E-02  7.6469E-02  8.4259E-02  9.2843E-02  1.0230E-01  1.1272E-01  1.2421E-01  1.3686E-01  1.5080E-01  1.6617E-01  1.8310E-01  2.0175E-01  2.2230E-01  2.4495E-01  2.6990E-01  2.9740E-01  3.2770E-01  3.6108E-01
 2.2701E-02  2.5014E-02  2.7562E-02  3.0370E-02  3.3464E-02  3.6873E-02  4.0629E-02  4.4768E-02  4.9329E-02  5.4355E-02  5.9892E-02  6.5994E-02  7.2717E-02  8.0125E-02  8.8288E-02  9.7282E-02  1.0719E-01  1.1811E-01  1.3015E-01  1.4340E-01  1.5801E-01  1.7411E-01  1.9185E-01  2.1139E-01  2.3293E-01  2.5666E-01  2.8281E-01  3.1162E-01  3.4337E-01  3.7835E-01
 2.3893E-02  2.6327E-02  2.9009E-02  3.1964E-02  3.5221E-02  3.8809E-02  4.2762E-02  4.7119E-02  5.1919E-02  5.7208E-02  6.3037E-02  6.9459E-02  7.6535E-02  8.4332E-02  9.2923E-02  1.0239E-01  1.1282E-01  1.2431E-01  1.3698E-01  1.5093E-01  1.6631E-01  1.8325E-01  2.0192E-01  2.2249E-01  2.4516E-01  2.7014E-01  2.9766E-01  3.2798E-01  3.6139E-01  3.9821E-01
 2.5348E-02  2.7931E-02  3.0776E-02  3.3911E-02  3.7366E-02  4.1173E-02  4.5367E-02  4.9989E-02  5.5082E-02  6.0694E-02  6.6877E-02  7.3690E-02  8.1197E-02  8.9469E-02  9.8584E-02  1.0863E-01  1.1969E-01  1.3189E-01  1.4532E-01  1.6013E-01  1.7644E-01  1.9442E-01  2.1422E-01  2.3605E-01  2.6010E-01  2.8659E-01  3.1579E-01  3.4796E-01  3.8341E-01  4.2247E-01
 2.6904E-02  2.9645E-02  3.2665E-02  3.5993E-02  3.9660E-02  4.3700E-02  4.8152E-02  5.3058E-02  5.8463E-02  6.4419E-02  7.0982E-02  7.8213E-02  8.6181E-02  9.4961E-02  1.0463E-01  1.1529E-01  1.2704E-01  1.3998E-01  1.5424E-01  1.6996E-01  1.8727E-01  2.0635E-01  2.2737E-01  2.5054E-01  2.7606E-01  3.0418E-01  3.3517E-01  3.6932E-01  4.0694E-01  4.4840E-01
 2.8574E-02  3.1484E-02  3.4692E-02  3.8226E-02  4.2121E-02  4.6412E-02  5.1140E-02  5.6350E-02  6.2091E-02  6.8416E-02  7.5386E-02  8.3066E-02  9.1529E-02  1.0085E-01  1.1113E-01  1.2245E-01  1.3492E-01  1.4867E-01  1.6381E-01  1.8050E-01  1.9889E-01  2.1915E-01  2.4148E-01  2.6608E-01  2.9319E-01  3.2306E-01  3.5597E-01  3.9224E-01  4.3220E-01  4.7623E-01
 3.0372E-02  3.3467E-02  3.6876E-02  4.0633E-02  4.4772E-02  4.9334E-02  5.4360E-02  5.9898E-02  6.6000E-02  7.2723E-02  8.0132E-02  8.8296E-02  9.7291E-02  1.0720E-01  1.1812E-01  1.3016E-01  1.4342E-01  1.5803E-01  1.7413E-01  1.9187E-01  2.1141E-01  2.3295E-01  2.5668E-01  2.8283E-01  3.1165E-01  3.4340E-01  3.7838E-01  4.1693E-01  4.5941E-01  5.0621E-01
 3.2326E-02  3.5619E-02  3.9248E-02  4.3246E-02  4.7652E-02  5.2506E-02  5.7856E-02  6.3750E-02  7.0244E-02  7.7400E-02  8.5286E-02  9.3974E-02  1.0355E-01  1.1410E-01  1.2572E-01  1.3853E-01  1.5264E-01  1.6819E-01  1.8533E-01  2.0421E-01  2.2501E-01  2.4793E-01  2.7319E-01  3.0102E-01  3.3169E-01  3.6548E-01  4.0272E-01  4.4374E-01  4.8895E-01  5.3876E-01
 3.4464E-02  3.7975E-02  4.1844E-02  4.6107E-02  5.0804E-02  5.5980E-02  6.1683E-02  6.7967E-02  7.4891E-02  8.2521E-02  9.0928E-02  1.0019E-01  1.1040E-01  1.2164E-01  1.3404E-01  1.4769E-01  1.6274E-01  1.7932E-01  1.9759E-01  2.1772E-01  2.3990E-01  2.6434E-01  2.9127E-01  3.2094E-01  3.5363E-01  3.8966E-01  4.2936E-01  4.7310E-01  5.2130E-01  5.7440E-01
 3.6672E-02  4.0408E-02  4.4524E-02  4.9060E-02  5.4058E-02  5.9565E-02  6.5634E-02  7.2320E-02  7.9688E-02  8.7806E-02  9.6751E-02  1.0661E-01  1.1747E-01  1.2944E-01  1.4262E-01  1.5715E-01  1.7316E-01  1.9080E-01  2.1024E-01  2.3166E-01  2.5526E-01  2.8127E-01  3.0992E-01  3.4149E-01  3.7628E-01  4.1462E-01  4.5686E-01  5.0340E-01  5.5468E-01  6.1119E-01
 3.8856E-02  4.2815E-02  4.7176E-02  5.1983E-02  5.7278E-02  6.3114E-02  6.9543E-02  7.6628E-02  8.4435E-02  9.3037E-02  1.0251E-01  1.1296E-01  1.2447E-01  1.3715E-01  1.5112E-01  1.6651E-01  1.8348E-01  2.0217E-01  2.2277E-01  2.4546E-01  2.7047E-01  2.9802E-01  3.2838E-01  3.6184E-01  3.9870E-01  4.3932E-01  4.8407E-01  5.3339E-01  5.8773E-01  6.4760E-01
 4.1261E-02  4.5464E-02  5.0096E-02  5.5200E-02  6.0823E-02  6.7020E-02  7.3847E-02  8.1371E-02  8.9660E-02  9.8794E-02  1.0886E-01  1.1995E-01  1.3217E-01  1.4563E-01  1.6047E-01  1.7682E-01  1.9483E-01  2.1468E-01  2.3655E-01  2.6065E-01  2.8721E-01  3.1646E-01  3.4870E-01  3.8423E-01  4.2337E-01  4.6650E-01  5.1403E-01  5.6640E-01  6.2410E-01  6.8768E-01
 4.3898E-02  4.8370E-02  5.3298E-02  5.8728E-02  6.4711E-02  7.1304E-02  7.8568E-02  8.6572E-02  9.5391E-02  1.0511E-01  1.1582E-01  1.2762E-01  1.4062E-01  1.5494E-01  1.7073E-01  1.8812E-01  2.0729E-01  2.2840E-01  2.5167E-01  2.7731E-01  3.0556E-01  3.3669E-01  3.7099E-01  4.0879E-01  4.5044E-01  4.9632E-01  5.4689E-01  6.0260E-01  6.6399E-01  7.3164E-01
